PID,cause of rising temps,Natural_K,Natural_D,Natural_C,Exploitation_K,Exploitation_D,Exploitation_C,Vague_K,Vague_D,Vague_C,ManMade_K,ManMade_D,ManMade_C,Unattributed_K,Unattributed_D,Unattributed_C,,consequences of rising temps ,Rising Sea Level_K,Rising Sea Level_D,Rising Sea Level_C,Changing Weather_K,Changing Weather_D,Changing Weather_C,Human Impact_K,Human Impact_D,Human Impact_C,Wildlife Impact_K,Wildlife Impact_D,Wildlife Impact_C,Natural Resource Impact_K,Natural Resource Impact_D,Natural Resource Impact_C,No Consequence_K,No Consequence_D,No Consequence_C,
285.00,The Earth has a natural climate cycle. Humans have affected this cycle and have caused it to be out of balance due to increasing greenhouse gas emissions. This has caused a runaway greenhouse effect of temperatures rising over time.,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,,"The consequences are dire. Many species of animals and plants will die due to the rising temperatures. Humans will have to fight over resources, and it will lead to war and will also be detrimental to agriculture.",0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,
286.00,human factors such as manufacturing and power production. human deforestation.,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,,"extreme heat, extreme weather, droughts, natural disasters",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
287.00,Climate change (2),0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,Increase of natural disasters.,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
288.00,The causes are both natural and unnatural and can be wide ranging from solar activity to man made to planetary activity.,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,,All life relies on a certain temperature range to live in.  If it gets too hot the creatures and plants will die off.,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,
289.00,Man-made climate change is the cause of the rising temperatures we're experiencing.,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,,"Dangerous weather conditions, such as flooding and droughts. A lack of food due to produce facing harsh weather conditions.",0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,
290.00,"The causes are the increases in C02 which comes from manufacturing, transportation, and livestock.  This increase in the atmosphere has risen temperatures.",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,,"The consequences are an increase in extreme weather that's more extreme, changes in areas viable for farming, and increased temperatures that affect animals, humans, as well as farming.",0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,
291.00,"Fossil fuels, greenhouse gas emissions, growing livestock, and deforestation.",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,,"Increased sea levels, unusual weather patters, and extreme weather events.",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
292.00,climate change. Green house gases are essentially trapping heat in the atmosphere and causing an increase in temperature.,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,"Changes in climate such as more frequent and severe natural disasters, rising sea levels, changes in weather patterns and animal migrations.",1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,
293.00,One of the things that impact the temperature is our pollution chipping away at the ozone layer. There are some natural causes as well.,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,,Extreme weather conditions and shifts in habitable areas over time. Rising sea levels will eventually take out a big portion of land mass.,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,
296.00,My only guess is global warming is on the rise,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,"The consequences can lead to extreme weather events, including heatwaves, hurricanes, droughts, and heavy rainfall. These events can lead to property damage, loss of life, and disruptions to agriculture and infrastructure.",0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,
297.00,The melting of polar ice caps and reduced snow cover can increase global warming.,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,"Rising temperatures lead to the accelerated melting of glaciers, ice caps, and polar ice, contributing to rising sea levels, which can increase the risk of flooding.",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
298.00,"Humans using fossil fuels accounts for about 95 percent of it, and natural changes the other 5.",1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,,"Species going extinct, resources depleting, and the need to find a new habitable planet.",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,
299.00,Climate change from human activities,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,,Causing bad weather that can kill people ,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,
300.00,"If you don't ignore the satellite data, which is the most accurate measurement of global average temperature, it has only risen an average of 0.23 degrees Fahrenheit every decade. That is completely in line with what is expected as we come out of the cold period of the late 1800's.",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,"Normal natural fluctuation of the global climate. It would be a lot nicer where I live in the winter. In prehistoric times, Cretaceous Period, it was so warm that it was a temperate climate at the poles.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,
301.00,"greenhouse emissions, pollution, etc. All coming from big farms mass producing and slaughtering animals, modern lifestyle, cars, electricity, appliances, factories, etc.",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,,"loss of crops, food shortages, days too hot to go outside, death, illness, poor will suffer.",0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,
302.00,Humans are the main culprit. Cars and factories adding to the greenhouse gases are driving climate change. ,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,,Severe weather events. ,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
303.00,Smog and land waste ,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,,Melting glaciers and rising temperatures ,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
304.00,carbon dioxide,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,,"shifting weather patterns, rising seas, extreme weather",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
305.00,Global catastrophic events and nature in general.,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,,Everything and everyone getting too hot and bothered. It is horrible.,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,
306.00,There are 8 billion people on the planet when the carrying capacity is only about 2 billion. THAT is the cause of rising temps; the 6 billion extra people and their activities.,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,,"There will be extreme weather events and rising seas; followed by a mass die-off of mammals, leaving a small core of survivors. Slowly, over hundreds to thousands of years, some other animal will become dominant.",1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,
307.00,It is both human and natural change.,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,,"There are no rising temperatures as if there was, it'd be consistent.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,
308.00,"Carbon emissions from production, pollution, large-scale meat production, procuring and utilizing fossil fuels, transportation",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,,"Rising oceans displacing people, animals, etc., rising temperatures in water and on land killing certain animal species and disrupting other ways of life. More and higher heat heat waves, fires, floods, and storms.",1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,
309.00,greenhouse gases,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,that the polar caps are melting,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
310.00,"The weather changes seasonally and sometimes develops new patterns of extended time, but generally it is about the same. ",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,More plants will grow in more places,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,
311.00,The burning of fossil fuels. Also the loss of forests and jungles.,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,,"More natural disasters, loss of certain plant life and animals, a gain of invasive plant life and animals, rising costs of food, and insurance for natural disasters, unlivable conditions on coast lines or inward expansion of population and building away from coast lines, (more expensive real estate in those areas as well), loss of adequate buildings due to natural disasters because of building standards in old design practices. more heat related health issues, more injuries due to tornadoes, hurricanes, floods, etc.",0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,
312.00,nature and natural events. ,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,I don't think we can know for sure.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,
313.00,"Natural changes that happen periodically to the planet. For example, we had an Ice Age some 50,000 years ago.",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,Adjustments by humans to their surroundings. Nature cannot be controlled. It created a political talking point for liberal progressives who want to push their agenda and control the masses.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,
314.00,"Natural changes in weather patterns and some due to man-made causes such as pollution, over population and deforestation ",1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,,"Mrlting ice caps, rising ocean levels. droughts and wild fires",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
315.00,Cutting down forests and human activity ,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,,"Storms, drought, harming animals ",0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,
316.00,It is natural. The Earth's temperature naturally rises which is why we have hotter summers some years and milder winters other years. It changes over time.,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,"Wildlife is not able to survive due to the heat and droughts. It will be harder for farmers, to have food grow and being able to grow certain things in warmer climates.",0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,
317.00,natural evolution in our solar system,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,"ice melting, rising sea levels, water problems",1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,
318.00,"the burning of fossil fuels and cutting down trees has caused alot of tempature problems. Spilling oil in the ocean, littlering plastics, bomb experiments, has caused some, and the earth needing to breath is changing expanding and contracting has contributed some. ",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,,The temperatures will get hotter and colder the winters will be longer and the summers will be longer. I think there might be holes in our ozone and continue to grow or get bigger we have to do better and take care of our planet.,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,
319.00,"Individuals who pay attention to history will tell you that over the history of the Earth, it has that periods where the temperature rises, and when the temperature falls. Long before they were humans on the Earth, there was a global warming, and global cooling.",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,"Everything will get a little bit warmer, until it changes and starts to get cooler.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,
320.00,Global warming (2),0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,It kills the farmers crops,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,
321.00,natural heat cycles that the Earth will go through.,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,Not many consequences. It just gets a bit hotter sometimes.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,
322.00,Greenhouse gas emissions and naural factors. ,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,,"Sel level rise, difficulty growing crops, stress on various animal species, more severe weather events, droughts, etc. ",1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,
323.00,"Natural causes as the world has been through this cycle countless times, yet humans point to rising temps as human involvement but they have very little amount of data sets.",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,"Rising water, storms",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
324.00,"Pollution, waste, and humans cutting down trees and such for their own benefit.",0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,,We will eventually make it so that Earth in unlivable and will die off like the dinosaurs.,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,
325.00,The causes of rising temperatures on earth is from pollution.,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,,The rising temperatures could disrupt wildlife and food sources. It could also cause changes in the weather.,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,
326.00,Climate change (3),0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,Differences in weather and ecosystems,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,
327.00,It is a process that the earth has been going through for millennium.,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,"In the past, people migrated to better temperatures and sources of water.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,
328.00,"a natural process, humans have nothing to do with it",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,"increased co2, not much.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,
329.00,natural cycles of the earth,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,"more severe weather, rising costs of goods and services",0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,
330.00,Carbon emissions and human activity.,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,,Evaporation and undesirable living conditions ,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,
331.00,global warming. Heat rises into the atmosphere and gets trapped by the troposphere.,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,changes in weather. ,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
332.00,Rising temperatures on earth can be due to more carbon from humans.  Examples of the carbon footprint that humans cause are using cars and using heating and air conditioning for their homes.,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,,Rising temperatures can cause climate change.  Rising temperatures can cause melting ice caps in the north pole.  These changes can lead to extreme weather conditions.,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
333.00,The atmosphere has been destroyed and we get higher temps.,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,,Climate has changer for many years.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,
334.00,"Climate change, melting of polar ice caps and increasing holes in the Ozone",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,Wet bulb temperatures rise prevents us from safely staying outside.,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,
335.00,"There are different opinions from science centering on the effects of human disregard for what is emitted into the atmosphere causing the carbon emissions to continually expand causing the warming conditions and causing the climate to change dramatically. Alternatively, others are saying that this is a natural evolution of the world's climate.",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,"The overall warming of the earth causing the melting of the ice caps causing rising temperatures that affect wildlife, plantation, the oceans and life in general to be in jeopardy.",1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,
336.00,Climate change. (4),0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,The ozone layers are getting holes and the earth is getting hotter.,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,
337.00,Emissions caused by humans.,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,,The planet will be inhabitable for humans.,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,
338.00,Most people believe it is the rise in CO2 emissions. ,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,"Rise in sea temperatures, extinction of species ect..",0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,
339***,natural changes in the Earth + possibly humans ruining our natural environment,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,,"The Earth is gonna Right herself as she usually does, so maybe all of the life as we know it on her are going to perish",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,
340.00,Rising temperatures lead to the melting of the polar ice caps. This can be devastating to the environment and can lead to a great many devastating situations. I believe it harms the entire planet with the melting of so much of the natural ice in the world.    ,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,"It can lead to an imbalance in the ecosystem. This always causes issues with every ecosystem on the planet, ranging from rainforests to deserts. ",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,
341.00,It is the result of natural fluctuations in temperature on the earth.,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,The consequences are minor and typically will simply make it slightly warmer on earth.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
342.00,Rising temperatures on earth are largely cause by humans damaging the atmosphere through the release of CO2 gases to the atmosphere.,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,,Rising temperatures on earth cause melting of ice stores in the north and south they disrupt ocean currents and cause extreme weather events,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
343.00,"The causes of rising temps include human carbon pumping activity, natural and weather events happening all over the world to create change in weather patterns. ",1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,,"The consequences include rising sea levels, flooding, hotter summer and colder winters as well as abnormal weather patterns.",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
344.00,We have been increasingly burning fossil fuels and we are also cutting down too many trees.,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,,"The balance of the earth is being throw off so plants and animals are dying.  Ice caps are also melting, which is not good for the plants and animals that rely on that habitat.",1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,
345.00,Rising temperatures on Earth,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,"Climate change alters weather patterns, leading to increased frequency and intensity of extreme weather events such as hurricanes. ",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
346.00,Natural environmental patterns and increased emissions,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,,More natural disasters ,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
347.00,Natural changes occur over time but mostly man-made pollution and overpopulation. ,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,,More severe weather such as heatwaves and hurricanes. Changes in the ocean's temperature could cause massive die-offs of sea life.  ,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,
348.00,"Rising temperatures, to my knowledge are caused by trapped carbon emissions in our atmosphere that cause sunlight to stay in earths atmosphere instead of exiting after striking Earth's surface, thus increasing global temperatures through the ""greenhouse effect"". The primary cause of this climate change is a large amount of carbon emissions into our atmosphere by people and large corporations.",0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,,"Rising temperatures cause increased inclement weather such as hurricanes, monsoons and other weather phenomena. Rising temperatures also melt polar ice caps causing a rise in sea level. Other impacts include the death of certain fauna and flora species that are unable to adapt to the changing conditions due to temperature and habitat loss.",1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,
349.00,"the atmosphere traps heat radiating from earth. Global warming, 
Burning fossil fuels, cutting down forests.",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,,Higher temperatures.  Greenhouse gases contribute this.,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,
350.00,"Rising temperatures are a result of our actions. We are dependent on easy-to-use and I want it now... this has a cost. We have used resources like they are going out of style. Society is always taking and trying to be bigger and better. With this mentality we have hurt the next generation and the next.  The garbage , the waste, the non recycle materials are rearing their ugly heads and hurting wildlife, fish  and water.  ",0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,,"Consequences of rising temperatures are physical illness, lack of shade trees, lack of renewal resources. The wildlife are dying. We are infringing on their habitats. The best way I can describe it will resemble the religious verses. There will be fire, wind, damage to water and diseases. I am sure there are more specific ones. When you take one it has a domino route to the next and anything in its wake will get it.   'We"" humans are the smartest creatures yet so dumb.  ",0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,
351.00,Fracking; excess plastic waste; smog; cutting down trees; chemical dumping ,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,,Ice caps melting ; insane heatwaves ; rivers and oceans rising.,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,0.194214876,0.17768595,,0.628099174,0.615702479,,0.157024793,0.165289256,,,,0.5,0.47107438,,0.628099174,0.719008264,,0.384297521,0.384297521,,0.417355372,0.384297521,,0.289256198,0.285123967,,0.053719008,0.05785124,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
